"","Order_Number","Sex","Age","Age_Group","Price","Monthly_Install","Delivery","CB","CB_Class","SP","SP_Class","Payment","Previous_Contracts","Periods","Overdue","default","Previous_Contracts_YN"
"4055",551238,"Male",61,"60s",3774000,440300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4056",551185,"Female",56,"50s",2394000,279300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4057",551162,"Female",58,"50s",3414000,398300,"Install",5,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"4060",551459,"Female",35,"30s",2574000,300300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4061",551119,"Female",35,"30s",1674000,195300,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4064",551097,"Female",51,"50s",2514000,83800,"Install",4,"CB.Class 2",1,"SP.Class 1","CMS",0,7,5,"Yes","No"
"4066",551331,"Female",41,"40s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4067",551082,"Female",41,"40s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4068",551379,"Male",36,"30s",2154000,251300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4069",551074,"Male",36,"30s",2394000,279300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4070",551532,"Female",44,"40s",2574000,300300,"Install",6,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"4071",551070,"Female",44,"40s",2514000,293300,"Install",6,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"4072",551054,"Female",49,"40s",2994000,349300,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4073",551050,"Female",52,"50s",2994000,349300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4074",551049,"Female",46,"40s",2094000,244300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4075",551028,"Female",53,"50s",2154000,251300,"Install",7,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"4077",553537,"Female",50,"50s",2994000,349300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4078",551018,"Female",50,"50s",1674000,195300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4079",550988,"Female",56,"50s",1674000,195300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4080",550950,"Male",51,"50s",2154000,251300,"Install",3,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4081",550929,"Male",54,"50s",1614000,188300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4083",558130,"Female",51,"50s",1974000,197400,"Install",1,"CB.Class 1",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"4084",550896,"Female",51,"50s",2154000,215400,"Install",1,"CB.Class 1",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"4089",550795,"Female",40,"40s",2574000,300300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4090",550794,"Female",40,"40s",2514000,293300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4091",550790,"Male",49,"40s",2214000,221400,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"4092",550789,"Male",49,"40s",2994000,299400,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"4095",550791,"Male",49,"40s",1614000,188300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4096",550784,"Male",49,"40s",1974000,230300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4097",553533,"Male",69,"60s",2274000,265300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4098",550780,"Female",56,"50s",2274000,265300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4099",550775,"Female",56,"50s",1614000,188300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4100",550767,"Male",40,"40s",3414000,398300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4101",550766,"Male",40,"40s",4134000,482300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4103",550736,"Female",60,"60s",2274000,189500,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,2,"No","No"
"4104",550734,"Female",60,"60s",1614000,134500,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,7,2,"No","No"
"4105",550890,"Female",51,"50s",2094000,244300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4106",550722,"Female",51,"50s",1974000,230300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4107",550636,"Female",48,"40s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","CMS",0,7,0,"No","No"
"4108",550597,"Female",51,"50s",2154000,251300,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4110",550749,"Female",41,"40s",2994000,349300,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4111",550581,"Female",41,"40s",2634000,307300,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4112",550560,"Female",64,"60s",2394000,279300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4113",550737,"Female",39,"30s",2334000,272300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4114",550551,"Female",39,"30s",2394000,279300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4116",551388,"Female",61,"60s",2094000,244300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4117",550550,"Female",61,"60s",1614000,188300,"Install",4,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4118",550667,"Female",49,"40s",1554000,181300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4119",550543,"Female",49,"40s",2394000,279300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4120",550728,"Female",46,"40s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4121",550534,"Female",46,"40s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4122",550521,"Female",61,"60s",2514000,293300,"Install",6,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"4123",550492,"Female",62,"60s",3774000,440300,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4124",550733,"Female",43,"40s",2274000,265300,"Install",6,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4125",550485,"Female",43,"40s",1674000,195300,"Install",6,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4126",550773,"Male",59,"50s",3774000,440300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4127",550409,"Male",59,"50s",2394000,279300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4129",550875,"Female",51,"50s",1614000,188300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4130",550399,"Female",51,"50s",2394000,279300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4132",551469,"Female",58,"50s",2274000,265300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4133",550384,"Female",58,"50s",1674000,195300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4135",550740,"Female",52,"50s",1614000,188300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4136",550363,"Female",52,"50s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4137",550664,"Male",40,"40s",1554000,181300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4138",550352,"Male",40,"40s",2394000,279300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4139",550329,"Male",50,"50s",2214000,258300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4140",550324,"Male",48,"40s",2214000,258300,"Install",5,"CB.Class 2",3,"SP.Class 2","CMS",0,7,0,"No","No"
"4141",550660,"Female",42,"40s",2334000,272300,"Install",7,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"4142",550319,"Female",42,"40s",2274000,265300,"Install",7,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"4143",550877,"Female",58,"50s",2214000,258300,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4144",550276,"Female",58,"50s",2394000,279300,"Install",1,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4145",550762,"Female",42,"40s",1674000,195300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4146",550882,"Female",53,"50s",1974000,230300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4147",550265,"Female",53,"50s",1614000,188300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4148",550793,"Female",50,"50s",1974000,230300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4149",550246,"Female",50,"50s",1614000,188300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4150",550662,"Male",39,"30s",2394000,279300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4151",550236,"Male",39,"30s",1554000,181300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4152",550748,"Male",39,"30s",2394000,279300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4153",550220,"Male",39,"30s",2394000,279300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4154",551466,"Female",41,"40s",2274000,265300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4155",550216,"Female",41,"40s",1674000,195300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4156",550206,"Male",43,"40s",2274000,265300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4158",551512,"Female",50,"50s",2154000,251300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4159",550174,"Female",50,"50s",4134000,482300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4160",550172,"Female",50,"50s",2994000,349300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4162",550161,"Female",51,"50s",1554000,181300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4163",550160,"Female",51,"50s",2154000,251300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4164",550735,"Male",49,"40s",2574000,85800,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,5,"Yes","No"
"4165",550138,"Male",49,"40s",2514000,83800,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,5,"Yes","No"
"4168",550130,"Female",42,"40s",4074000,475300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4169",550128,"Female",42,"40s",3534000,412300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4171",550155,"Female",44,"40s",1554000,181300,"Install",6,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"4172",550119,"Female",44,"40s",3774000,440300,"Install",6,"CB.Class 2",4,"SP.Class 2","CMS",0,7,0,"No","No"
"4174",550122,"Female",42,"40s",2154000,215400,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"4175",550117,"Female",42,"40s",2994000,299400,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,6,0,"No","No"
"4177",550096,"Female",56,"50s",2154000,251300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4178",550095,"Female",56,"50s",1554000,181300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4179",550090,"Female",37,"30s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4180",550082,"Male",46,"40s",1674000,223200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4181",550079,"Male",46,"40s",2274000,303200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4182",550078,"Female",42,"40s",1554000,181300,"Install",6,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4183",550069,"Female",57,"50s",3534000,412300,"Install",7,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4184",550058,"Male",33,"30s",2154000,251300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4185",550054,"Male",33,"30s",1554000,181300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4200",549897,"Female",49,"40s",2154000,251300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4201",549890,"Female",49,"40s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4202",550112,"Male",55,"50s",2214000,258300,"Install",2,"CB.Class 1",2,"SP.Class 2","CMS",0,7,0,"No","No"
"4203",549838,"Male",55,"50s",1554000,181300,"Install",2,"CB.Class 1",2,"SP.Class 2","CMS",0,7,0,"No","No"
"4204",549802,"Male",36,"30s",1974000,230300,"Install",5,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4205",549782,"Male",58,"50s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4208",549789,"Male",45,"40s",2094000,244300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4209",549777,"Male",45,"40s",3414000,398300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4212",549805,"Male",45,"40s",2994000,349300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4213",549776,"Male",45,"40s",3114000,363300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4214",551480,"Female",51,"50s",2274000,265300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4215",551479,"Female",51,"50s",1614000,188300,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4216",549762,"Female",57,"50s",2154000,251300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4217",549748,"Female",57,"50s",1554000,181300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4219",549770,"Female",47,"40s",2154000,251300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4220",549747,"Female",47,"40s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4222",549793,"Male",49,"40s",2214000,295200,"Install",5,"CB.Class 2",4,"SP.Class 2","CMS",0,8,0,"No","No"
"4223",549717,"Male",49,"40s",2994000,399200,"Install",5,"CB.Class 2",4,"SP.Class 2","CMS",0,8,0,"No","No"
"4225",549778,"Female",51,"50s",2394000,319200,"Install",7,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4226",549716,"Female",51,"50s",1554000,181300,"Install",7,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"4227",549694,"Female",47,"40s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4228",549779,"Female",49,"40s",2514000,335200,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4229",549689,"Female",49,"40s",2574000,343200,"Install",3,"CB.Class 1",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4230",549685,"Male",36,"30s",3534000,471200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4232",550764,"Male",48,"40s",2514000,293300,"Install",6,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4233",549665,"Male",48,"40s",2994000,349300,"Install",6,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4234",549645,"Male",55,"50s",2154000,287200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4235",550106,"Male",37,"30s",2214000,258300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4236",549641,"Male",37,"30s",2574000,300300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4237",550891,"Female",37,"30s",1614000,188300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4238",549624,"Female",37,"30s",1974000,230300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4240",549749,"Male",48,"40s",3534000,471200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4241",549623,"Male",48,"40s",3414000,455200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4242",549599,"Female",49,"40s",4074000,475300,"Install",5,"CB.Class 2",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4243",549594,"Male",46,"40s",1614000,215200,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4244",549577,"Female",50,"50s",2214000,258300,"Install",5,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4245",549906,"Male",51,"50s",1974000,263200,"Install",3,"CB.Class 1",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4246",549538,"Male",51,"50s",1614000,215200,"Install",3,"CB.Class 1",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4247",558094,"Female",53,"50s",2454000,245400,"Install",2,"CB.Class 1",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"4248",549537,"Female",53,"50s",2274000,227400,"Install",2,"CB.Class 1",3,"SP.Class 2","creditCard",0,6,0,"No","No"
"4249",549499,"Male",53,"50s",2214000,258300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4250",549753,"Female",60,"60s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4251",549470,"Female",60,"60s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4253",549781,"Female",49,"40s",1554000,181300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4254",549465,"Female",49,"40s",3774000,503200,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4255",550083,"Male",40,"40s",2514000,293300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4256",549909,"Male",40,"40s",2214000,258300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4257",549445,"Male",54,"50s",2994000,399200,"Install",5,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4258",550057,"Male",45,"40s",2394000,319200,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4259",549437,"Male",45,"40s",4374000,583200,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4260",549407,"Male",47,"40s",1674000,195300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4262",549764,"Female",46,"40s",1974000,230300,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4263",549400,"Female",46,"40s",1614000,215200,"Install",5,"CB.Class 2",4,"SP.Class 2","creditCard",0,8,0,"No","No"
"4264",549386,"Female",48,"40s",2394000,319200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4265",549904,"Male",35,"30s",2154000,251300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4266",549347,"Male",35,"30s",1554000,181300,"Install",4,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4268",549828,"Male",38,"30s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4269",549335,"Male",38,"30s",2514000,293300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4270",549801,"Female",40,"40s",2214000,295200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4271",549304,"Female",40,"40s",2994000,399200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4272",554995,"Female",56,"50s",3774000,440300,"Install",4,"CB.Class 2",2,"SP.Class 2","CMS",0,7,0,"No","No"
"4274",549836,"Male",47,"40s",2514000,335200,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4275",549299,"Male",47,"40s",2574000,300300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4276",549757,"Female",47,"40s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4277",549289,"Female",47,"40s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4278",551531,"Male",50,"50s",4374000,510300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4279",549281,"Male",50,"50s",2394000,279300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4280",549278,"Female",53,"50s",2574000,343200,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4281",549264,"Female",48,"40s",1554000,181300,"Install",4,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4283",549754,"Female",60,"60s",2994000,399200,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4284",549259,"Female",60,"60s",3414000,455200,"Install",2,"CB.Class 1",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4285",549244,"Male",51,"50s",3534000,471200,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,8,0,"No","No"
"4286",549819,"Female",49,"40s",2154000,251300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4287",549236,"Female",49,"40s",1554000,181300,"Install",2,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4288",549218,"Female",51,"50s",3534000,471200,"Install",7,"CB.Class 2",4,"SP.Class 2","CMS",0,8,0,"No","No"
"4289",554937,"Female",42,"40s",2994000,349300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4290",551542,"Female",42,"40s",1614000,188300,"Install",3,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4291",549177,"Female",48,"40s",2574000,343200,"Install",2,"CB.Class 1",1,"SP.Class 1","CMS",0,8,0,"No","No"
"4292",549154,"Female",37,"30s",2274000,265300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4293",549151,"Female",40,"40s",2514000,167600,"Install",7,"CB.Class 2",4,"SP.Class 2","CMS",0,7,3,"Yes","No"
"4294",551461,"Female",42,"40s",2574000,300300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4295",549756,"Female",42,"40s",2514000,293300,"Install",6,"CB.Class 2",3,"SP.Class 2","creditCard",0,7,0,"No","No"
"4296",549785,"Male",54,"50s",1554000,181300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4297",549107,"Male",54,"50s",2394000,279300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4298",549903,"Male",42,"40s",1554000,181300,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,7,0,"No","No"
"4299",549099,"Male",42,"40s",2154000,287200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4300",549091,"Female",46,"40s",2394000,319200,"Install",6,"CB.Class 2",3,"SP.Class 2","CMS",0,8,0,"No","No"
"4301",549786,"Male",41,"40s",2574000,300300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4302",549077,"Male",41,"40s",2514000,293300,"Install",7,"CB.Class 2",4,"SP.Class 2","creditCard",0,7,0,"No","No"
"4303",550136,"Male",46,"40s",1674000,195300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4304",549071,"Male",46,"40s",2994000,349300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4305",549031,"Female",48,"40s",2394000,319200,"Install",4,"CB.Class 2",2,"SP.Class 2","CMS",0,8,0,"No","No"
"4306",549028,"Female",61,"60s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4307",549021,"Female",51,"50s",2574000,300300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4308",549003,"Female",57,"50s",1554000,181300,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,7,0,"No","No"
"4309",548989,"Female",50,"50s",1974000,263200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4310",549758,"Male",39,"30s",2574000,343200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4311",548966,"Male",39,"30s",1674000,223200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4312",548956,"Male",35,"30s",2574000,343200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4313",548951,"Female",41,"40s",4134000,551200,"Install",6,"CB.Class 2",2,"SP.Class 2","creditCard",0,8,0,"No","No"
"4315",549834,"Male",40,"40s",2514000,335200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
"4316",548896,"Male",40,"40s",2574000,343200,"Install",1,"CB.Class 1",1,"SP.Class 1","creditCard",0,8,0,"No","No"
